,srmer_co2e,lrmer_co2e,total_cost_enduse,aer_load_co2e
0,0.0,14.6,0.0,0.0
1,0.0,28.4,0.0,0.0
2,0.0,13.5,0.0,0.0
3,0.0,16.1,0.0,0.0
4,0.0,27.3,0.0,0.0
5,0.0,13.3,0.0,0.0
6,0.0,17.5,0.0,0.0
7,0.0,23.5,0.0,0.0
8,0.0,68.9,0.0,0.0
9,0.0,10.2,0.0,0.0
10,0.0,66.1,0.0,0.0
11,0.0,53.8,0.0,0.0
12,0.0,49.5,0.0,0.0
13,0.0,63.9,0.0,0.0
14,0.0,39.8,0.0,0.0
15,0.0,9.1,0.0,0.0
16,0.0,9.0,0.0,0.0
17,0.0,22.6,0.0,0.0
18,0.0,22.4,0.0,0.0
19,0.0,26.1,0.0,0.0
20,0.0,18.1,0.0,0.0
21,0.0,13.1,0.0,0.0
22,0.0,11.3,0.0,0.0
23,0.0,9.1,0.0,0.0
24,0.0,14.4,0.0,0.0
25,0.0,15.8,0.0,0.0
26,0.0,26.5,0.0,0.0
27,0.0,26.0,0.0,0.0
28,0.0,16.2,0.0,0.0
29,0.0,9.0,0.0,0.0
30,0.0,9.1,0.0,0.0
31,0.0,34.9,0.0,0.0
32,0.0,20.6,0.0,0.0
33,0.0,16.2,0.0,0.0
34,0.0,15.1,0.0,0.0
35,0.0,20.1,0.0,0.0
36,0.0,33.9,0.0,0.0
37,0.0,17.9,0.0,0.0
38,0.0,21.0,0.0,0.0
39,0.0,9.0,0.0,0.0
40,650.9,16.8,32.9,0.0
41,558.3,20.0,33.82,0.0
42,492.6,13.7,32.86,0.0
43,647.7,15.1,32.74,0.0
44,391.5,11.7,32.68,0.0
45,0.0,11.4,32.6,0.0
46,489.9,31.0,32.5,0.0
47,479.4,22.1,33.15,0.0
48,0.0,14.8,32.94,0.0
49,0.0,75.8,32.92,0.0
50,487.6,119.6,32.92,0.0
51,487.8,92.8,32.93,0.0
52,497.5,132.4,32.97,0.0
53,949.7,101.3,33.39,0.0
54,955.0,111.8,34.38,0.0
55,1280.8,103.4,28.14,0.0
56,1218.6,182.1,23.14,0.0
57,1218.1,174.2,23.09,0.0
58,658.3,183.1,23.11,0.0
59,658.0,182.4,23.1,0.0
60,657.2,102.8,22.97,0.0
61,571.8,73.1,22.84,0.0
62,657.2,34.3,22.97,0.0
63,677.2,83.1,27.2,0.0
64,671.8,42.5,26.94,0.0
65,0.0,9.0,0.01,0.0
66,0.0,14.1,0.01,0.0
67,0.0,9.2,0.0,0.0
68,0.0,11.0,0.0,0.0
69,0.0,9.6,0.0,0.0
70,0.0,9.2,0.0,0.0
71,0.0,9.1,0.0,0.0
72,0.0,9.1,0.0,0.0
73,0.0,9.1,0.0,0.0
74,0.0,9.4,0.0,0.0
75,0.0,9.1,0.0,0.0
76,0.0,9.5,0.0,0.0
77,0.0,9.2,0.0,0.0
78,0.0,9.2,0.0,0.0
79,0.0,9.1,0.0,0.0
80,0.0,11.6,0.0,0.0
81,390.6,29.3,1.4,0.0
82,0.0,47.6,1.4,0.0
83,390.0,66.9,1.4,0.0
84,389.8,37.0,1.39,0.0
85,0.0,38.7,1.31,0.0
86,390.0,15.1,1.4,0.0
87,0.0,12.1,1.36,0.0
88,0.0,21.2,1.37,0.0
89,0.0,18.6,1.37,0.0
90,0.0,20.7,1.18,0.0
91,0.0,23.3,1.16,0.0
92,0.0,22.5,1.18,0.0
93,0.0,21.9,1.36,0.0
94,0.0,9.9,1.52,0.0
95,386.8,12.7,28.03,0.0
96,386.5,38.8,28.01,0.0
97,36.3,164.9,27.97,0.0
98,36.3,128.3,27.96,0.0
99,385.9,97.4,27.97,0.0
100,0.0,15.8,0.01,0.0
101,0.0,11.1,0.01,0.0
102,0.0,12.4,0.01,0.0
103,0.0,11.2,0.01,0.0
104,0.0,9.4,0.01,0.0
105,0.0,54.6,0.01,0.0
106,0.0,18.1,0.01,0.0
107,0.0,11.3,0.01,0.0
108,0.0,95.9,0.01,0.0
109,0.0,49.6,0.0,0.0
110,0.0,9.3,0.0,0.0
111,0.0,9.1,0.0,0.0
112,0.0,14.1,0.0,0.0
113,0.0,14.6,0.0,0.0
114,0.0,17.0,0.0,0.0
115,0.0,16.0,0.0,0.0
116,0.0,12.1,0.0,0.0
117,0.0,13.1,0.0,0.0
118,0.0,10.8,0.0,0.0
119,0.0,10.2,0.0,0.0
120,0.0,9.1,0.0,0.0
121,0.0,10.2,0.0,0.0
122,0.0,10.3,0.0,0.0
123,0.0,9.1,0.0,0.0
124,0.0,11.2,0.0,0.0
125,0.0,12.0,0.0,0.0
126,0.0,27.7,0.0,0.0
127,0.0,9.0,0.0,0.0
128,0.0,9.0,0.0,0.0
129,0.0,10.0,0.0,0.0
130,0.0,12.1,0.01,0.0
131,0.0,9.4,0.01,0.0
132,0.0,9.5,0.01,0.0
133,0.0,25.1,0.01,0.0
134,0.0,17.8,0.01,0.0
135,0.0,9.7,0.01,0.0
136,0.0,9.2,0.01,0.0
137,0.0,9.2,0.01,0.0
138,0.0,9.2,0.0,0.0
139,0.0,9.2,0.0,0.0
140,0.0,9.2,0.0,0.0
141,0.0,9.2,0.0,0.0
142,0.0,62.2,0.0,0.0
143,0.0,9.2,0.0,0.0
144,0.0,9.2,0.0,0.0
145,0.0,9.1,0.0,0.0
146,0.0,9.1,0.0,0.0
